Urban area,Size,Latitude,Longitude,Motor vehicle,Walk,Tech workers,Insured,Broadband,Median rent,Gini index,Population,College,High school,No high school,Has rapid transit
"Wausau, WI",50.143,44.906757,-89.629632,0.9156080528935443,0.026075328727434812,1194,0.9436183314967265,0.852977425075901,679,0.4823,78028,0.284983908045977,0.6362850574712644,0.07873103448275862,No
"Weirton--Steubenville, WV--OH--PA",52.874,40.379958,-80.62443,0.9249148889652372,0.02576756098322766,191,0.943217270194986,0.8238368518138963,675,0.4174,72920,0.19145946367930053,0.740817362114056,0.0677231742066435,No
"Wenatchee, WA",33.299,47.423291,-120.289914,0.9003206761171217,0.016003836125513232,522,0.9142050666854844,0.8366559981490764,894,0.4172,71472,0.2462626003758756,0.6174397744746284,0.13629762514949598,No
"West Bend, WI",39.064,43.442238,-88.15299300000001,0.93201916495551,0.026721423682409307,683,0.9595801763023674,0.847277323315662,836,0.3911,68398,0.2711086179672567,0.6782390093908418,0.050652372641901436,No
"Westminster--Eldersburg, MD",58.071,39.488438,-76.959841,0.9201235422546461,0.022285531710953724,1899,0.9675162555900024,0.8959667453095158,1121,0.4316,74533,0.4269718687339938,0.48247999841178457,0.09054813285422167,No
"Wheeling, WV--OH",50.282,40.05295,-80.726361,0.9231916253309395,0.041782051672195,433,0.9212826829849797,0.698768837459634,610,0.4692,77097,0.2267500755300432,0.6878032309086709,0.08544669356128597,No
"Wichita, KS",219.48100000000002,37.67958,-97.327301,0.9349104692197099,0.01425521718293905,6064,0.8990439449849044,0.8298061102687356,798,0.4533,481818,0.3145970821814928,0.5822150492961122,0.10318786852239498,No
"Wichita Falls, TX",51.766999999999996,33.903257,-98.51866700000001,0.8074992440278198,0.10438463864529786,576,0.824601035574095,0.754594129200635,769,0.474,100145,0.2358001160188945,0.6546117510566006,0.10958813292450485,No
"Williamsburg, VA",56.702,37.281967,-76.748597,0.8751134604089914,0.04132628543969245,1209,0.938760729932207,0.8438424617003091,1138,0.4323,85085,0.5055137753995227,0.4369802588762745,0.05750596572420276,No
"Wilmington, NC",136.893,34.217513000000004,-77.898336,0.8891301342571134,0.011547250209395558,2134,0.9009651733290437,0.8243112108988507,940,0.4909,250996,0.3928056405784215,0.5277782527658555,0.07941610665572293,No
"Winchester, VA",37.315,39.151042,-78.16304000000001,0.869728520533569,0.06882266839735977,1164,0.901644207136198,0.8042628229701756,992,0.3824,72376,0.2998082474661272,0.5612027730366437,0.13898897949722908,No
"Winston-Salem, NC",325.12199999999996,36.072205,-80.266476,0.9164008377638151,0.01675527630095054,5967,0.8949117188746151,0.8327415705052071,761,0.504,411791,0.3316638061621384,0.5575033372552829,0.11083285658257863,No
"Winter Haven, FL",165.39000000000001,28.043985,-81.703779,0.9225792081964475,0.012261261762904393,1100,0.8595166862331739,0.5877723389960648,878,0.4531,238964,0.17750755810770533,0.646225812534597,0.1762666293576977,No
"Worcester, MA--CT",317.055,42.278357,-71.703799,0.8694746174177459,0.03202754095100793,9897,0.9729373231073626,0.8403555445564973,1004,0.4885,500183,0.36535485615339036,0.5385748226725958,0.09607032117401385,Yes
"Yakima, WA",60.04,46.610361,-120.548226,0.9202509418844508,0.01810463867437222,641,0.9040208970552119,0.8192855958892756,788,0.4347,137266,0.1986866614793332,0.5891867675838816,0.21212657093678527,No
"York, PA",132.66000000000003,39.95689,-76.717203,0.9239852207839185,0.02006735050685132,3166,0.9409646768077038,0.8197471428881227,949,0.4251,239362,0.2507166994010223,0.6376672806899832,0.11161601990899442,No
"Youngstown, OH--PA",242.977,41.144766,-80.681079,0.9340730122444856,0.01475779409814533,2483,0.9422266888533755,0.7854238541153278,657,0.4747,371587,0.21876197231715783,0.6889226905992891,0.09231533708355302,No
"Yuba City, CA",39.036,39.122927000000004,-121.608318,0.9041828009035172,0.008127621813488223,556,0.9203246753246753,0.8295136144837991,985,0.4049,125404,0.16592588954644796,0.618311519288854,0.2157625911646981,No
"Yuma, AZ--CA",59.038999999999994,32.676904,-114.568173,0.93947358747197,0.017884056905488364,399,0.9127051635761149,0.8230971805307453,900,0.4545,139243,0.15396366776261167,0.6269137524492711,0.2191225797881173,No
"Zephyrhills, FL",44.108999999999995,28.285371,-82.199122,0.8829181224365791,0.027646969466808446,515,0.8788399740805882,0.7191554391217565,785,0.4507,76781,0.15321833656652512,0.6696551844666981,0.17712647896677677,No
